1,PLA+,green,shelf_2_1,26.9,3DFILLIES,1000
2,PLA+,blue,shelf_2_1,26.9,3DFILLIES,1000
3,PLA+,yellow,shelf_2_1,26.9,3DFILLIES,1000
4,PLA+,white,shelf_2_1,26.9,3DFILLIES,1000
7,PLA+,white,on_printer,26.9,3DFILLIES,150
5,PLA+,white,on_printer,26.9,3DFILLIES,100
6,PLA+,white,on_printer,26.9,3DFILLIES,150
